title,desc,date,datetime,link,img,media,site,start date,end date,primary phrase,secondary phrase,full phrase
Florida nursing home gave vaccine to wealthy donors; U.S. hospitalizations soar,Emergency medical technicians sanitize an ambulance stretcher outside a Los Angeles hospital on Tuesday.,6-Jan,1/6/21 21:30,news.google.com/./articles/CAIiEE-zEuhhLQPun3TnOO66FPsqGAgEKg8IACoHCAowjtSUCjC30XQw1o3TBg?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/DdAbABPZPIs9zAU0wAfd-6owAxuEYtF6KcWVaH3oIq3NPv_C5tth4X5lZu5BuOgSBJkJuWv1tzkAuFXXLwQ=-p-df-h100-w100,,The Washington Post,8/1/20,9/1/20,Pfizer Vaccine,Namibia,Pfizer Vaccine Namibia
Debates intensify over dosing plans for authorized COVID-19 vaccines,Proposals to halve doses or delay boosters seek to expand number of people who can quickly get at least one vaccine shot.,5-Jan,1/6/21 8:00,news.google.com/./articles/CBMiaGh0dHBzOi8vd3d3LnNjaWVuY2VtYWcub3JnL25ld3MvMjAyMS8wMS9kZWJhdGVzLWludGVuc2lmeS1vdmVyLWRvc2luZy1wbGFucy1hdXRob3JpemVkLWNvdmlkLTE5LXZhY2NpbmVz0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/GljUP_C2JlEJh7AE6ncVA8DRX6bL3P00Xv2Vw1RkDCKoE9Eoalye5u6E1i7H-AsV2jzOhcE-FnUqEZNqZH8e3uf2eKRYvn8Uw2mYDlQfVFV6cVr1P3I3IixpXzydisjvl9Sze3b19EmpVU-IWtaCeJ3-34mOk5YwWbsd2jdyheFKsmfb0JmD2RYSb34ITKDop8U8=-p-df-h100-w100,,Science Magazine,8/1/20,9/1/20,Pfizer Vaccine,Namibia,Pfizer Vaccine Namibia
Covid-19 Vaccine’s Slow Rollout Could Portend More Problems,Terry Pierson/Zuma Press,1-Jan,1/1/21 18:30,news.google.com/./articles/CAIiEM30ozytwtboCtTr676eeqIqGAgEKg8IACoHCAow1tzJATDnyxUwxcrPBg?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/GtyRoDMUovAUJCPDtjSxNLJ4V-PRMb_vpSojdNHPSVXugjDhJOhz-bO2QIlEUup9qDGX0wmgmbLQFYFfhw=-p-df-h100-w100,,The Wall Street Journal,8/1/20,9/1/20,Pfizer Vaccine,Namibia,Pfizer Vaccine Namibia
UK becomes first country to green-light AstraZeneca COVID vaccine,"The United Kingdom today became the first country to approve the AstraZeneca-Oxford COVID-19 vaccine for emergency use, and its vaccine advisory group ...",29-Dec,12/30/20 8:00,news.google.com/./articles/CBMicmh0dHBzOi8vd3d3LmNpZHJhcC51bW4uZWR1L25ld3MtcGVyc3BlY3RpdmUvMjAyMC8xMi91ay1iZWNvbWVzLWZpcnN0LWNvdW50cnktZ3JlZW4tbGlnaHQtYXN0cmF6ZW5lY2EtY292aWQtdmFjY2luZdIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/rOTOrMvMhvB6xJAe2lE8fYM9220XYm6y_L50KcIKuKEsrgPE1sYW0jpPB4N-iECUME6_MEghZ7k25G38FFTdkoBUEPypo_VRWnQGcIT-nLEvOggqWeTBCF_ucXUuA1LAqs6hZZO9BabLrhfvYo8jeWxiYfMKrmbCsN_mGkiPvvM6k7T7p0F6A3HtkepFYAa0PiM6FDbIAKvCFz_IzA=-p-df-h100-w100,,CIDRAP,8/1/20,9/1/20,Pfizer Vaccine,Namibia,Pfizer Vaccine Namibia
'It's crazy.' Upbeat COVID-19 vaccine news from China and U.K. leaves scientists wanting more details,"Sinopharm efficacy news, U.K. dosing schedule leave questions.",29-Dec,12/30/20 8:00,news.google.com/./articles/CBMiemh0dHBzOi8vd3d3LnNjaWVuY2VtYWcub3JnL25ld3MvMjAyMC8xMi9pdC1zLWNyYXp5LXVwYmVhdC1jb3ZpZC0xOS12YWNjaW5lLW5ld3MtY2hpbmEtYW5kLXVrLWxlYXZlLXNjaWVudGlzdHMtd2FudGluZy1tb3Jl0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/lW65XtmrVr3QrQwqzmlm-xZa04RGa3U-_S6fcWmjpz8vYZvMPwhQ5OPW17lkwzU2-IONA_AQSYFMaqTDtwOjiZP2bOhSW9jMEdhYtG1SkwgKdfmTH_i8VdY8iqcvNLUbp23mxUIoaSaI-h9wL2Nho2q-nqrQOw9iiRyDaR-KGuIVRPecbwpnJDmwRSqhfw=-p-df-h100-w100,,Science Magazine,8/1/20,9/1/20,Pfizer Vaccine,Namibia,Pfizer Vaccine Namibia
From the Lab to the Jab: How BioNTech-Pfizer Won the Vaccine Race,The founders of a small German company called BioNTech gave birth to Operation Lightspeed -- in which the scientists in the company diverted all their ...,25-Dec,12/26/20 8:00,news.google.com/./articles/CBMieGh0dHBzOi8vd3d3LmluZHVzdHJ5d2Vlay5jb20vb3BlcmF0aW9ucy9hcnRpY2xlLzIxMTUxMTM0L2Zyb20tdGhlLWxhYi10by10aGUtamFiLWhvdy1iaW9udGVjaHBmaXplci13b24tdGhlLXZhY2NpbmUtcmFjZdIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/uWRd25dvUE5PAigcZSdhN8suWpqBZgsuCFYLUvEKIHYU8wO5Hde9tTqKtJ5AMTEi-OsQ2MY7kAEx1X9Aih_eOPhITilTiAU_44PfUPDDKLZyW7G4xb2o3iBdofOYziMvE3uFB1FTSVvQWedC0oJVUlWhCgKPzhlvBZDxG62erzAcydokA0jpDdQ70_Pr-f9VV2X7QXAoGtQ=-p-df-h100-w100,,IndustryWeek,8/1/20,9/1/20,Pfizer Vaccine,Namibia,Pfizer Vaccine Namibia
"Pfizer, U.S. Reach Deal to Boost Covid-19 Vaccine Supply",Morry Gash/Press Pool,23-Dec,12/23/20 13:06,news.google.com/./articles/CAIiEO2kuXu9mtAlb9hNZO4x_pAqGAgEKg8IACoHCAow1tzJATDnyxUwxcrPBg?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/J_DmNnwmpmM2kCexj6rjSVD-KRG-K9vSBJb3F58y3sJLhO_d5bhOKyullijJQRIHYpHQJGF4Tcd-jp59Pw=-p-df-h100-w100,,The Wall Street Journal,8/1/20,9/1/20,Pfizer Vaccine,Namibia,Pfizer Vaccine Namibia
Spain to receive 4.5M Pfizer virus vaccine doses,"MADRID (AP) — Health Minister Salvador Illa said that, beginning Saturday, Spain will receive 4.5 million Pfizer vaccine doses over the next 12 weeks, enough ...",22-Dec,12/23/20 8:00,news.google.com/./articles/CBMiUWh0dHBzOi8vd3dtdC5jb20vbmV3cy9jb3JvbmF2aXJ1cy9zcGFpbi10by1yZWNlaXZlLTQ1bS1wZml6ZXItdmlydXMtdmFjY2luZS1kb3Nlc9IBVWh0dHBzOi8vd3dtdC5jb20vYW1wL25ld3MvY29yb25hdmlydXMvc3BhaW4tdG8tcmVjZWl2ZS00NW0tcGZpemVyLXZpcnVzLXZhY2NpbmUtZG9zZXM?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/UZ4Xh8MbNOwfBr_flUdtmKhVBeKPq5J-rCjpCznd_vmiEdm-g-rQQG13ZmwVZPOQKN09UQZVErEQLs_TJ07nyArtrqC4Sz_akZZyfTqOGbZTbxrIDQMDeN9K_9Tdi6UIvYLBa61FDaS-e205g22O_7WhmmdVw8m41gjXrZ1tQjYlM9-LoeGoC50zqTw9=-p-df-h100-w100,,WWMT-TV,8/1/20,9/1/20,Pfizer Vaccine,Namibia,Pfizer Vaccine Namibia
Makers of successful COVID-19 vaccines wrestle with options for placebo recipients,Multiple schemes for “unblinding” trial participants provoke scientific and ethical debate that FDA must resolve quickly.,21-Dec,12/22/20 8:00,news.google.com/./articles/CBMif2h0dHBzOi8vd3d3LnNjaWVuY2VtYWcub3JnL25ld3MvMjAyMC8xMi9tYWtlcnMtc3VjY2Vzc2Z1bC1jb3ZpZC0xOS12YWNjaW5lLXdyZXN0bGUtb3B0aW9ucy1tYW55LXRob3VzYW5kcy13aG8tcmVjZWl2ZWQtcGxhY2Vib3PSAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/ZaJcLaQz9pH9NlYOjCsBVAjMu5v6EWOVlJt792F_-EKHbNckhIHjfQBgxaKuo8kQ9Uey3f0zxu0zaDLf29fZElgV4M65spHOPTezhiEbx0gQNwnUDFsa9XBGmmdddVnMLLCJ1a3rLGa9TSz8jboW3FFBqCGL2cAMGyQO5r0IT00iDUWqiqAgfdB6n1M2jn4u=-p-df-h100-w100,,Science Magazine,8/1/20,9/1/20,Pfizer Vaccine,Namibia,Pfizer Vaccine Namibia
Suspicions grow that nanoparticles in Pfizer's COVID-19 vaccine trigger rare allergic reactions,"Life-threatening responses seen in at least eight people could be linked to polyethylene glycol, known to trigger reactions to some drugs.",20-Dec,12/21/20 8:00,news.google.com/./articles/CBMif2h0dHBzOi8vd3d3LnNjaWVuY2VtYWcub3JnL25ld3MvMjAyMC8xMi9zdXNwaWNpb25zLWdyb3ctbmFub3BhcnRpY2xlcy1wZml6ZXItcy1jb3ZpZC0xOS12YWNjaW5lLXRyaWdnZXItcmFyZS1hbGxlcmdpYy1yZWFjdGlvbnPSAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/f8OdN72MviqUhJKsWrRNEYhx58lCVVrRQgWX5gbGXQ7fPcbODMFleN7tOMqPbCmDKrRlPjhLnNehpxIe4nizfd-aV6VLZPETwAgMlGeRjOqu7XZw6DIrhTmw7qX8lU2wp96ZQeIVHiVlCO2JIhllhJX3UiSGnqxJ2Kr4ogwfc6YswVxN8q4c4xg-R3c=-p-df-h100-w100,,Science Magazine,8/1/20,9/1/20,Pfizer Vaccine,Namibia,Pfizer Vaccine Namibia
FDA Finds Moderna Covid-19 Vaccine Highly Effective,-/Agence France-Presse/Getty Images,15-Dec,12/15/20 19:19,news.google.com/./articles/CAIiEMFh__y9x3mI-zIwk5lK9EEqGAgEKg8IACoHCAow1tzJATDnyxUwxcrPBg?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/RVUnkszR67Glf6K9dcS7ms2inQ3ICFroDYVvrj3-6NGwXerFBa3CW0wc57NkddafkY_MgAXxlT4pTQFC6bs=-p-df-h100-w100,,The Wall Street Journal,8/1/20,9/1/20,Pfizer Vaccine,Namibia,Pfizer Vaccine Namibia
First Covid-19 Vaccine Given to U.S. Public,Maddie McGarvey for The Wall Street Journal,14-Dec,12/15/20 4:17,news.google.com/./articles/CAIiEDR9_7xrY0xL2FC2I8uHO54qGAgEKg8IACoHCAow1tzJATDnyxUwxcrPBg?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/wNeNu6qEOcSbtQskptMGbmO0xIxdewESyV9goZQ1OqAGJ7l9FiLc_zgg54tyHi7hR0fcdrESy1OQylewTg=-p-df-h100-w100,,The Wall Street Journal,8/1/20,9/1/20,Pfizer Vaccine,Namibia,Pfizer Vaccine Namibia
Rollout of Pfizer-BioNTech Covid-19 Vaccine Slows in U.K. Due to Allergic-Reaction Monitoring,Steve Parsons/Press Pool,14-Dec,12/14/20 17:46,news.google.com/./articles/CAIiEF1U7YLTuYb2F_5wBYPTpaEqGAgEKg8IACoHCAow1tzJATDnyxUwxMrPBg?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/_-ZVr76HiHCdPx_3NavAjFqnlLrDQ_MIYYPl0mpHN6bb0lMDsEE09EF_ki78IjXfp9-TVm6PfGSXailtCHE=-p-df-h100-w100,,The Wall Street Journal,8/1/20,9/1/20,Pfizer Vaccine,Namibia,Pfizer Vaccine Namibia
Namibia prepares for arrival of COVID-19 vaccine,The country has appointed a technical team to look into the logistical requirements of importing the vaccine.,13-Dec,12/14/20 8:00,news.google.com/./articles/CBMiQ2h0dHBzOi8vd3d3LmVuY2EuY29tL25ld3MvbmFtaWJpYS1wcmVwYXJlcy1hcnJpdmFsLWNvdmlkLTE5LXZhY2NpbmXSAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh5.googleusercontent.com/proxy/aEhntU6k-WPFH8mi5aRdBR7X9V8lVDazekzOHTnbi_EBudV8aKwSGlW1I1HDJl-uu2kv1y7-Z6GqvKSIN6KtGRTPrff8ECuXNiidvEgo7mTkZetdK9xlIYZ-=-p-df-h100-w100,,eNCA,8/1/20,9/1/20,Pfizer Vaccine,Namibia,Pfizer Vaccine Namibia
Africa business in brief | issue 382 | 13 dec 2020,"Africa is better equipped to deal with a potential second wave of COVID-19, leveraging on measures adopted in tackling the pandemic's initial adverse…",12-Dec,12/13/20 8:00,news.google.com/./articles/CBMiU2h0dHBzOi8vd3d3LmxleG9sb2d5LmNvbS9saWJyYXJ5L2RldGFpbC5hc3B4P2c9ZWQ5N2U5MDMtNjUwMC00ZmUzLWIxNzQtZWVlZmI3NThiNzMx0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/4_N-DCeZVyjCN0iX0V-XCEVAE8q0CTy-3cgfLm7XsrMn7ThqHecP35fisNvdT9kzu8VyNhDcPQAXvRb0ET1QFG16kMvMf_MiINNYZOSPPUwjq9UNRPgHQuvJluq1SULU3Fmx8yikaqnyZuc-3rMcBKk0l2sM3DXYdXu7ZDijAZaWVp2523AfnN4sU1_0Kw0YCOGb_ZNs=-p-df-h100-w100,,Lexology,8/1/20,9/1/20,Pfizer Vaccine,Namibia,Pfizer Vaccine Namibia
FDA Panel Endorses Covid-19 Vaccine,Daniel Acker/Bloomberg News,11-Dec,12/11/20 12:56,news.google.com/./articles/CAIiEBwguM38Ovt3IHv9fPPRuZ8qGAgEKg8IACoHCAow1tzJATDnyxUwx8rPBg?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/l14J723ImZX4OAPT7mVC6beo_biOUeMbWqdsCFpu63OEJIB2KH6ATZucVt9IBUkDnz8UU38_LZHI3pJXMg=-p-df-h100-w100,,The Wall Street Journal,8/1/20,9/1/20,Pfizer Vaccine,Namibia,Pfizer Vaccine Namibia
Covid-19 Vaccine Makers Turn Toward Testing Children,John Moore/Getty Images,11-Dec,12/11/20 12:00,news.google.com/./articles/CAIiEBRIaMRvnWoe27q691Bylr0qGAgEKg8IACoHCAow1tzJATDnyxUwx8rPBg?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/35RuAaetmM07uo9o3pUuo2fTgqmniS_T4S-kXGHmbJtOVFp_S-dEvQ8yJ0b2Jaa7S6P0ciqhUu1Qmpr9WBk=-p-df-h100-w100,,The Wall Street Journal,8/1/20,9/1/20,Pfizer Vaccine,Namibia,Pfizer Vaccine Namibia
Namibia prepares for Covid vaccine,"Ministry of health and social Services Kalumbi Shangula has established a technical team to implement the requirements for the storage, transport and ...",10-Dec,12/11/20 8:00,news.google.com/./articles/CBMiSWh0dHBzOi8vd3d3Lm5hbWliaWFuLmNvbS5uYS85NzI5Ny9yZWFkL05hbWliaWEtcHJlcGFyZXMtZm9yLUNvdmlkLXZhY2NpbmXSAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/ZwFO3cV1tCXhX8Bqa1RrZKpKi9lTB13DuqxXuafpjh9Pf4HWMdkHpzzXd210op-nrzLFaWWrdriFeQaurwjBC9efSPST6Huc5it4XcYlWKUq4FQv2cKgO5Fyba39dHxab78=-p-df-h100-w100,,Namibian,8/1/20,9/1/20,Pfizer Vaccine,Namibia,Pfizer Vaccine Namibia
"How Pfizer Delivered a Covid Vaccine in Record Time: Crazy Deadlines, a Pushy CEO",Pfizer CEO Albert Bourla and his team overcame unproven science and manufacturing bottlenecks to develop a Covid-19 vaccine in record time. But the effort ...,10-Dec,12/11/20 8:00,news.google.com/./articles/CBMieGh0dHBzOi8vd3d3Lndzai5jb20vYXJ0aWNsZXMvaG93LXBmaXplci1kZWxpdmVyZWQtYS1jb3ZpZC12YWNjaW5lLWluLXJlY29yZC10aW1lLWNyYXp5LWRlYWRsaW5lcy1hLXB1c2h5LWNlby0xMTYwNzc0MDQ4M9IBfGh0dHBzOi8vd3d3Lndzai5jb20vYW1wL2FydGljbGVzL2hvdy1wZml6ZXItZGVsaXZlcmVkLWEtY292aWQtdmFjY2luZS1pbi1yZWNvcmQtdGltZS1jcmF6eS1kZWFkbGluZXMtYS1wdXNoeS1jZW8tMTE2MDc3NDA0ODM?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/mxiG4-h6MLmAil0Efo1_dfQc2GVbA_XckdQ8a-vnCBFYOl5FJSwy_Ppcjh7lS79kqUsJM2cSqtH80P0maY6GxeMV_e36skQ1mi-zjlI=-p-df-h100-w100,,The Wall Street Journal,8/1/20,9/1/20,Pfizer Vaccine,Namibia,Pfizer Vaccine Namibia
"FDA panel backs Pfizer's COVID-19 vaccine, paving way for emergency use in the United States","Despite a few misgivings,the advisory body said the vaccine's strong efficacy clearly made its benefits greater than its risks.",9-Dec,12/10/20 8:00,news.google.com/./articles/CBMid2h0dHBzOi8vd3d3LnNjaWVuY2VtYWcub3JnL25ld3MvMjAyMC8xMi9mZGEtcGFuZWwtYmFja3MtcGZpemVycy1jb3ZpZC0xOS12YWNjaW5lLXBhdmluZy13YXktZW1lcmdlbmN5LXVzZS11bml0ZWQtc3RhdGVz0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/vl1Wp9MXyIYr4A_3Uh95K51CuMmCrm46LduvEmstr9i0bB5nJ_i4nI5MWvXCFfMa2i9G0iaEmrt8kyO33f9VvAKBzHpOqJRlo9bvUaNBOQGCTkp8BAPTTb2w-IH9Rt2l9RL1XJCMktEee6yMqD2NQx0h671hFDbGrX28cRKaqC0Ntb2CaiFNF9Fn0w=-p-df-h100-w100,,Science Magazine,8/1/20,9/1/20,Pfizer Vaccine,Namibia,Pfizer Vaccine Namibia
Fragile Covid-19 Vaccine Rolled Out in the U.K. Tests Global Supply Network,Gareth Phillips for The Wall Street Journal,8-Dec,12/9/20 9:39,news.google.com/./articles/CAIiEND1gc8_7MvBRWTX9IjHXoUqGAgEKg8IACoHCAow1tzJATDnyxUwxcrPBg?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/BNhw03yJGVUtIib4wtwI1nyQYzq0Oht-EGdY8zUdTA7OEikMoBtWBpsrEbgUcfxZTGiHsnrW-UWA4zQh1eA=-p-df-h100-w100,,The Wall Street Journal,8/1/20,9/1/20,Pfizer Vaccine,Namibia,Pfizer Vaccine Namibia
Covid-19 vaccine to cost Africa N$85 billion – WHO,"WHILE a 90-year-old woman became the first to receive the new Pfizer-BioNTech Covid-19 vaccine in the United Kingdom yesterday, the World Health ...",8-Dec,12/9/20 8:00,news.google.com/./articles/CBMiYWh0dHBzOi8vd3d3Lm5hbWliaWFuLmNvbS5uYS85NzI3MS9yZWFkL0NvdmlkLTE5LXZhY2NpbmUtdG8tY29zdC1BZnJpY2EtTiQ4NS1iaWxsaW9uLSVFMiU4MCU5My1XSE_SAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/7uheAqkn6eNONFGDkpacGCNoMjs2auVoe5jg01mycHumYoCdi7Ohj7qjwmXBLAIYx5l59-aSRnU3bV5mrWkBhjXzGNPVwcLMWO39m05vYMx-RQIeX7WJCrXYNDwEFCRiLYeuRynT280bPcJgzw=-p-df-h100-w100,,Namibian,8/1/20,9/1/20,Pfizer Vaccine,Namibia,Pfizer Vaccine Namibia
"Side Effects, Efficacy and Other Takeaways on Pfizer Covid Vaccine",Jacob King/Press Pool,8-Dec,12/8/20 22:09,news.google.com/./articles/CAIiEDu9uiVq1FJcfeysVUxKzDEqGAgEKg8IACoHCAow1tzJATDnyxUwx8rPBg?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/Od1eD065AVuWIqDUCg3-vNbU-dvWnpsb34_Xe1aUwcO0uwSBnMNvEwAxhaM9Zhl6CMKCfuuFgT1Si6-Sww=-p-df-h100-w100,,The Wall Street Journal,8/1/20,9/1/20,Pfizer Vaccine,Namibia,Pfizer Vaccine Namibia
AstraZeneca and Pfizer Ask India for Emergency-Use Covid-19 Vaccine Authorizations,francis mascarenhas/Reuters,7-Dec,12/7/20 13:44,news.google.com/./articles/CAIiEBxERJrnDro3-dO9eCMrX3MqGAgEKg8IACoHCAow1tzJATDnyxUwxMrPBg?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/4s88jpHAftkHQaj7pAvoao2HOMHMzLnzridLWm_xtsgdewGafbwoz83xisEmLHDTiL_R_Yzuv1Lm7Y7Q3DY=-p-df-h100-w100,,The Wall Street Journal,8/1/20,9/1/20,Pfizer Vaccine,Namibia,Pfizer Vaccine Namibia
African Nation Worst Hit by Covid Falling Behind on Vaccines,Tito Mboweni,3-Dec,12/3/20 12:37,news.google.com/./articles/CAIiEB5jQ5WadgeTtQJXuKzC5LIqGQgEKhAIACoHCAow4uzwCjCF3bsCMIrOrwM?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/ydd5LXEUAvNAdWKSitPn63_AubEySjjt38wcGTBPZ9AzpC4RUNydreygLT3_F0MOEGp5RF5R1OuhW53LCQ=-p-df-h100-w100,,Bloomberg,8/1/20,9/1/20,Pfizer Vaccine,Namibia,Pfizer Vaccine Namibia
'Wonderful news to wake up to': U.K. greenlights Pfizer's COVID-19 vaccine,"Rollout may start next week, prioritizing health workers, the elderly, and other vulnerable populations.",1-Dec,12/2/20 8:00,news.google.com/./articles/CBMiY2h0dHBzOi8vd3d3LnNjaWVuY2VtYWcub3JnL25ld3MvMjAyMC8xMi93b25kZXJmdWwtbmV3cy13YWtlLXVrLWdyZWVubGlnaHRzLXBmaXplcnMtY292aWQtMTktdmFjY2luZdIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh4.googleusercontent.com/proxy/oXjwlRzU13hXkOeKdR2dJvmOKN2U7KemeWzgbHB7hrxaHny_5LYRR0JSUetsUxm5qq9XUZY8R5tqV1jEEGbsiAHNYgo_Z2T89moZnP1RcTUyHVHWXzCOl4oFQ2MNYunXSbXUc9WBn4q980frMg7NlTcTm-OVOII9f0nst-kZPGyItWKEYN4qcbW2aLeojWdCLQ-7_rhNRdJf=-p-df-h100-w100,,Science Magazine,8/1/20,9/1/20,Pfizer Vaccine,Namibia,Pfizer Vaccine Namibia
Britain OKs Pfizer vaccine and will begin shots within days,"In giving the go-ahead for emergency use of the vaccine developed by American drugmaker Pfizer and Germany's BioNTech, Britain vaulted past the United ...",1-Dec,12/2/20 8:00,news.google.com/./articles/CBMiTGh0dHBzOi8vd3d3Lm5iYzEyLmNvbS8yMDIwLzEyLzAyL3VrLWF1dGhvcml6ZXMtcGZpemVyLXZhY2NpbmUtZW1lcmdlbmN5LXVzZS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/Rcy0vVHQldqeqC7aolo0ItPAPNXSkTyu0cDurYBxrZZN0qtJCtp2xuJYz61rhgtI0btrn70IJtewiguyKkvKsUHJRPVPjaOT8Vl0qrjOsZ1wgF2kNIJBdxpSHiMalXNyVFAfNXT7SSlWR8mq8BWQWZydN00Mnn3b0U_wKeYmuNe9mto02tPA77ZUX8H7TTJhZGYhAw3T_vvdlOlZlVubwzq91Go0_ammE4G2cXxxSBo=-p-df-h100-w100,,WWBT NBC12 News,8/1/20,9/1/20,Pfizer Vaccine,Namibia,Pfizer Vaccine Namibia
CDC advisory panel takes first shot at prioritizing who gets the first shots of COVID-19 vaccines,Health workers and residents and staff of long-term care facilities top the list; tougher decisions lie ahead.,30-Nov,12/1/20 8:00,news.google.com/./articles/CBMif2h0dHBzOi8vd3d3LnNjaWVuY2VtYWcub3JnL25ld3MvMjAyMC8xMi9jZGMtYWR2aXNvcnktcGFuZWwtdGFrZXMtZmlyc3Qtc2hvdC1wcmlvcml0aXppbmctd2hvLWdldHMtZmlyc3Qtc2hvdHMtY292aWQtMTktdmFjY2luZXPSAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh5.googleusercontent.com/proxy/fTY6GQ3eK_LAPVI52EuH8FqFSpO2GcE3BinrlBjdAhji3nhwfKrMdJtd75WT14FovvFL4_bcRElf1_yeyIshfTKeUWLba5jy9T2O6Z8YJIHGxgnqomOXRpRvSexEBcCE6nj3rQ_4fWHaZSWkLZiCCA2ektPCWB809sKkNmrShVMML1Mtr0geNjyhA_bZo90=-p-df-h100-w100,,Science Magazine,8/1/20,9/1/20,Pfizer Vaccine,Namibia,Pfizer Vaccine Namibia
'Absolutely remarkable': No one who got Moderna's vaccine in trial developed severe COVID-19,Science 's COVID-19 reporting is supported by the Pulitzer Center and the Heising-Simons Foundation. Continuing the spate of stunning news about COVID-19 ...,29-Nov,11/30/20 8:00,news.google.com/./articles/CBMifWh0dHBzOi8vd3d3LnNjaWVuY2VtYWcub3JnL25ld3MvMjAyMC8xMS9hYnNvbHV0ZWx5LXJlbWFya2FibGUtbm8tb25lLXdoby1nb3QtbW9kZXJuYXMtdmFjY2luZS10cmlhbC1kZXZlbG9wZWQtc2V2ZXJlLWNvdmlkLTE50gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh5.googleusercontent.com/proxy/bzEd-974QoqLhg4kKT3X1W9FCz26Yn_Q2rdpNi3T3lJZKmXBXtWhTZf8khAifwYQrSRaed13nRKP94gD0DRB4onBFRO1EQ2f_28qtl-MBhOBXibHZS6PTKLmbHAoY7rIaEMjB_zReqQKO4wrLoIbErbKcY6HLm5u13WL6lMdXPp1ZClczruMLyUnndG4aYjyUw=-p-df-h100-w100,,Science Magazine,8/1/20,9/1/20,Pfizer Vaccine,Namibia,Pfizer Vaccine Namibia
United Begins Flying Pfizer’s Covid-19 Vaccine,Ted S. Warren/Associated Press,27-Nov,11/27/20 22:46,news.google.com/./articles/CAIiEPUmlLH_P1EZOKFjXhms59gqGAgEKg8IACoHCAow1tzJATDnyxUwx8rPBg?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/cSiKM16q23MMHwX7IhY9E3NiH57In4DjBDzohN9KNPYHzOY1kovpneYctIIlMqcf7Ku-TdrOSZJklNQ-Pt8=-p-df-h100-w100,,The Wall Street Journal,8/1/20,9/1/20,Pfizer Vaccine,Namibia,Pfizer Vaccine Namibia
"After dosing mix-up, latest COVID-19 vaccine success comes with big question mark",Researchers wonder why lower dose prompted better efficacy in study of vaccine candidate from the University of Oxford and AstraZeneca.,24-Nov,11/25/20 8:00,news.google.com/./articles/CBMicGh0dHBzOi8vd3d3LnNjaWVuY2VtYWcub3JnL25ld3MvMjAyMC8xMS9hZnRlci1kb3NpbmctbWl4LWxhdGVzdC1jb3ZpZC0xOS12YWNjaW5lLXN1Y2Nlc3MtY29tZXMtYmlnLXF1ZXN0aW9uLW1hcmvSAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh4.googleusercontent.com/proxy/6GfZMeRho40tmL8t5-51CL4Ml0kd18nFPkYgoA7I_JtWNvY7_oIh7kMjYKwhH9F_dZA9NZUWROccrEfT3ePlfoG47FWgTIufvRkV80as4NuZERhYtmo8vEThwwZn01y7N0-9VdDRvtlXzoZOyvCAzHtcQCWrkRqE5phwetkcUBd9-2cQn2qzKuflF3cYSg=-p-df-h100-w100,,Science Magazine,8/1/20,9/1/20,Pfizer Vaccine,Namibia,Pfizer Vaccine Namibia
